1fxsxa9nTEcKBkvK99d6U5Ld7NqfU4uab,"Books/Lab
      material"
1kC5EAk8bOmUX43WOhmf9UcFESTXIclPw,Tutorials
1U-ujWEB2O0horxNU2m0ZhDmnsA_YlvOf,"Previous
      Year Papers"
 second-year/electrical/power.html,
 second-year/electrical/electromagnets.html,
1pDWxMr3j-hSPBpZbRMkoOhyMvZ-awbgz,"Notes &
      Slides"
 second-year/electrical/transmission.html,
1MaxBxO6vX3G13mdtv7ucyv82c8n5GqX5,Notes & Slides
 second-year/electrical/analogdigital.html,
1-f_WE0sAoO7N7BdvNNwxR5FCd0yiFaJw,"Previous
      Year Papers"
 second-year/civil/architecture.html,
1Nq5M1BDHXNGkLKs-eBJk_H7FtxGy_YjI,"Notes &
      Slides"
1WA9XhH-F_xtqwaOLmv4Pi-fGerOv_ILm,Tutorials
 second-year/civil/surveying.html,
134KTQWByHvDLsDG7-el2c561WxmUKa2-,Books
1MbQEbjx_ia1cGIVa0sRc_0oiq2M0fLwc,Notes & Slides
12VsreCbtp9RwfB27dkkjbSKginulBmst,Tutorials
1NNHT-KmqzOXf3GVJUpYkm8Jo9ofPZSMu,"Tutorial
      Solutions"
1BojDsgPLlGwFI6i6pkf3agPBTxRBsRC-,"Previous Year
      Papers"
 second-year/civil/buildingmaterials.html,
12TX-W64RSDoZmSrZTpLRhLepybjcX9vS,Books
1_k2ytvkNnPRiUZARDkoLOd_m7ff2kO9Y,"Notes &
      Slides"
 second-year/civil/concretestructure.html,
1Gbb3h7xoHjHIAoiidk1R6k34k0s2T7kH,Tutorials
1MATx8C-pCwmCZvW4osNECSHTRmtjmMCd,"Previous
      Year Papers"
 second-year/civil/structureanalysis.html,
1Q41ignZ9Q3-rZNWTIURQDlg3PxVmMxIU,Notes & Slides
1tPHkTpGADFHLglEyjgRdxnBEcx9K_rEx,Tutorials
1coSrAMY23iZfvzUfvwlg-_FvgyR0GJ7n,Previous Year Papers
 second-year/electronics/digitalsignal.html,
 second-year/electronics/networkanalysis.html,
1GIQrTWd4nSVpO2_3y0pkGORI0mHqlaJm,"Notes
      & Slides"
1hWknfKF0LC7JAllMO9MxpzMjjtjI042n,Tutorials
1MDHwUc5Ndw0i3AlgODQmaDteFxjrnYbq,"Tutorial
      Solutions"
1C1OqXNjuX4HlNYhuh4_SzcwNuR25eTm2,"Previous
      Year Papers"
 second-year/electronics/humanities.html,
 second-year/electronics/analogdevices.html,
1WdQzUI_z9dliurnODsSLd7spO7VvfPoN,Notes & Slides
10h4dWUOM6Sw5MuYW1vneiVyoACjx46l8,"Tutorial
      Solutions"
 second-year/electronics/sensors.html,
 second-year/electronics/measurements.html,
 second-year/electronics/electricalmeasurements.html,
1-ohB1RXq8KLaCGYsbU0Lsjc-GFXdql11,Books
1-e4l_YaFKgavdACAQgvqVle3vnnB0BEM,Notes & Slides
