"
      UBT602
    ","
      Bio Infoand Stats
",Lab,third-year,"1y41Ae-9w1Ark2lfDMaJLKQpk4wOoo2L9

        ",Biotech,bio-infoandbio-stat.html,,,,
"
      UMA031
    ","
      OptimizationTechniques
",Tutorials,second-year,1AjfBVVTWvZgza3cNfDoLeZRbPNVax6K-,common,optimizationtech.html,,,,
"
      UMA031
    ","
      OptimizationTechniques
","Tutorial Solutions
      ",second-year,128qkKwVec-sA1vTt2RCNFLFDqgo380CP,common,optimizationtech.html,,,,
"
      UMA031
    ","
      OptimizationTechniques
",Previous Year Papers,second-year,16rFgjHp9FZ-ID3ObgqZ64HScHPTuuGXc,common,optimizationtech.html,,,,
"
      UEC612
    ",DigitalSystemDesign,Books/Lab Material,second-year,1iMT8zt-NMR-P-XlXa2BsrpTCDUfjRZAH,common,DSD.html,,,,
"
      UEC612
    ",DigitalSystemDesign,Notes & Slides,second-year,1koPBgz7DnD64AQDH7ryPZLlGF--f-0FP,common,DSD.html,,,,
"
      UEC612
    ",DigitalSystemDesign,Tutorials,second-year,1--bYj-cEwPpPc94SeiNbdqKr9lgOBLnw,common,DSD.html,,,,
"
      UEC612
    ",DigitalSystemDesign,Tutorial Solutions,second-year,122OoNzFOzsGDef2GZEbIUyuwVfbeqiyb,common,DSD.html,,,,
"
      UEC612
    ",DigitalSystemDesign,Previous Year Papers,second-year,1Ztvkip2ySSYebhfLxqqrSOdajvdDl4Kp,common,DSD.html,,,,
"
      UME306
    ",Mechanicsofmachines,Books/Lab Material,second-year,1qaTdyVzNummKWMMzH39Z6TB_M3sLrzzc,common,mechanics.html,,,,
"
      UME306
    ",Mechanicsofmachines,Notes & Slides,second-year,1MgUn-1MDNH5dlpY3vkHSsnysPuQg7nIP,common,mechanics.html,,,,
"
      UME306
    ",Mechanicsofmachines,Tutorials,second-year,1xHN4r9YLgJYOWxo037ntq-MwSLOSwk17,common,mechanics.html,,,,
"
      UME306
    ",Mechanicsofmachines,Tutorial Solutions,second-year,1q29SA57zUKcUZAzyaHViWdFeKAguD8bX,common,mechanics.html,,,,
"
      UME306
    ",Mechanicsofmachines,Previous Year Papers,second-year,11IAjYu2j6Gj1630pkDc0betVXuQMGnPu,common,mechanics.html,,,,
"
      UTA002
    ","
      ManufacturingProcesses
",Quarantine Content,second-year,1sfMfDEUuZAiV8dqXWs2aClYVJLOdrUqF,common,manufacture.html,,,,
"
      UTA002
    ","
      ManufacturingProcesses
",Books/Lab Material,second-year,1hc58WpXrHLqBSpYvC-DVGXzlyDeEDufu,common,manufacture.html,,,,
"
      UTA002
    ","
      ManufacturingProcesses
",Notes & Slides,second-year,1fwusXLwrSbwzdQE2dxWKdpMrCy3WzcDR,common,manufacture.html,,,,
"
      UTA002
    ","
      ManufacturingProcesses
",Previous Year Papers,second-year,1rYxJVrBX-pvGXhKZwIZ2jH2kELLTplPy,common,manufacture.html,,,,
"
      UES010
    ",Solids&structures,Books/Lab Material,second-year,1KDknj_--kVS5poTnyC9LBQHj0p3eyXkM,common,solidsandstruct.html,,,,
"
      UES010
    ",Solids&structures,Notes & Slides,second-year,1YUs_HUFpeNNsLTOLvFeLMXLy6TyoTdzU,common,solidsandstruct.html,,,,
"
      UES010
    ",Solids&structures,Tutorials,second-year,1eRkqfGjR278Z7BWGNW8YFIMbt18dcHpU,common,solidsandstruct.html,,,,
"
      UES010
    ",Solids&structures,Tutorial Solutions,second-year,1MWV1NkD51XAq4YqpiSf6VhAQWslf4ql8,common,solidsandstruct.html,,,,
"
      UES010
    ",Solids&structures,Previous Year Papers,second-year,15HmV4EDoUJw8AOXuqJKeiPM1j_g0tfAI,common,solidsandstruct.html,,,,
"
      UME515
    ",Industrialengineering,Notes & Slides,second-year,1bUt438dh2XpkxkZGuZwbHH5hlUXiaH0q,common,industrial.html,,,,
"
      UEC301
    ","
      AnalogElectronicCircuits
",Books/Lab Material,second-year,1BjYbZbU-lxH6yUv-yi5MD46z11HUd5MN,common,AnalogElectronicCircuits.html,,,,
"
      UEC301
    ","
      AnalogElectronicCircuits
",Notes & Slides,second-year,1eztFI3edx2GzJ-4Cyv7eSLHQO8YLr3-M,common,AnalogElectronicCircuits.html,,,,
"
      UEC301
    ","
      AnalogElectronicCircuits
",Tutorials,second-year,1bYoeS7Q9L-mF3slrN4cjwAilBW_7mA4v,common,AnalogElectronicCircuits.html,,,,
"
      UEC301
    ","
      AnalogElectronicCircuits
",Tutorial Solutions,second-year,1rpZ0h0MWQA12l8L5ymVlBAQ-NhXlnMQL,common,AnalogElectronicCircuits.html,,,,
"
      UEC301
    ","
      AnalogElectronicCircuits
",Previous Year Papers,second-year,1px4uIW5HjDIbwDLwi32qybtlYZM4uyBw,common,AnalogElectronicCircuits.html,,,,
"
      UTA015
    ","
      Design&analysis
",Lab,second-year,1_NqiG9E4rPDxLYfXNBxNC0OappmJdl_3,common,comdesign.html,,,,
"
      UTA015
    ","
      Design&analysis
",Notes & Slides,second-year,1y0_wf7uEF1jBw-hu9sjufSmTrOnM34-T,common,comdesign.html,,,,
"
      UTA015
    ","
      Design&analysis
",Tutorials,second-year,17ZTp2jaHnVEJ2YmmXGznZgO9Zk7nWqHz,common,comdesign.html,,,,
"
      UTA015
    ","
      Design&analysis
",Project,second-year,11mCSVxm1kcQrRFiVAbtqGl1YADUTD6Z5,common,comdesign.html,,,,
"
      UEC605
    ","
      EmbeddedSystems
",Books/Lab Material,second-year,1MQK0pEVQ7dhINYHCQ8bC2WDk7gwAExni,common,embedded.html,,,,
"
      UEC605
    ","
      EmbeddedSystems
",Notes & Slides,second-year,1vXY9t5cz4fG6FZlqMYznzZXKHGeMP6ya,common,embedded.html,,,,
"
      UEC605
    ","
      EmbeddedSystems
",Tutorials,second-year,15rML5bAWsbOphB_sgHZvxKVcHfnHMwvN,common,embedded.html,,,,
"
      UEC605
    ","
      EmbeddedSystems
",Tutorial Solutions,second-year,1P87wTXt_o1DWL1X110yDE3CLuAU_sZ72,common,embedded.html,,,,
"
      UEC605
    ","
      EmbeddedSystems
",Previous Year Papers,second-year,1NSp5xvQj07hitg1ep88ugnG5OgbPID8n,common,embedded.html,,,,
"
      UEC403
    ",CircuitAnalysis&Synthesis,Books,second-year,1jFNRayYclQWC46EcYna1CCnwGvMZiKb1,common,cktanalysis.html,,,,
"
      UEC403
    ",CircuitAnalysis&Synthesis,Notes & Slides,second-year,1GIQrTWd4nSVpO2_3y0pkGORI0mHqlaJm,common,cktanalysis.html,,,,
"
      UEC403
    ",CircuitAnalysis&Synthesis,Tutorials,second-year,1Ist1perZh7JbXICHBI1AgjDOstSw8iGJ,common,cktanalysis.html,,,,
"
      UEC403
    ",CircuitAnalysis&Synthesis,Tutorial Solutions,second-year,1CT2ZXRS21Bc5oktYfiXFUe8U7pTNNJ6V,common,cktanalysis.html,,,,
"
      UEC403
    ",CircuitAnalysis&Synthesis,Previous Year Papers,second-year,1HiP-6USfbD85EgYHO2uh3Wd1qy8z-2P_,common,cktanalysis.html,,,,
"
      UEC408
    ","
      Probability&InformationTheory
",Books,second-year,1-In1E3DlhnEpYZfqkpi5CtRRK2EggL3U,common,PIT.html,,,,
"
      UEC408
    ","
      Probability&InformationTheory
",Notes & Slides,second-year,1sF_1qjC_7-Z8GnWUyNlJCAdB9lhbz3hf,common,PIT.html,,,,
"
      UEC408
    ","
      Probability&InformationTheory
",Tutorials,second-year,1DnYoz38G5rDpT3buCFjasWmd-50LNi1m,common,PIT.html,,,,
"
      UEC408
    ","
      Probability&InformationTheory
",Tutorial Solutions,second-year,1-cAcJs35xxBXdLDzQ7gf7E4SyjzxKMuB,common,PIT.html,,,,
"
      UEC408
    ","
      Probability&InformationTheory
",Previous Year Papers,second-year,118FfyujZSN_40EcCyDcKlUfXCYFvKSn8,common,PIT.html,,,,
"
      UES012
    ",Engineeringmaterials,Books/Lab Material,second-year,1azfnXbycp1JPu_IQYe017ytZBsK6aFsD,common,engineeringmaterials.html,,,,
"
      UES012
    ",Engineeringmaterials,Notes & Slides,second-year,1sYpHA-HZX7hsNaWH8CnUK2BKk6FRBnoP,common,engineeringmaterials.html,,,,
"
      UES012
    ",Engineeringmaterials,Tutorials,second-year,1r0OubpfYQH2w5iEWOTMODClGQr3_EjeJ,common,engineeringmaterials.html,,,,
"
      UES012
    ",Engineeringmaterials,Tutorial Solutions,second-year,17qcYlp_TJgI0Vlbpvos9r_sWZ3PKjwQc,common,engineeringmaterials.html,,,,
"
      UES012
    ",Engineeringmaterials,Previous Year Papers,second-year,1_x9ECHcM-xFEF4prtfYbW3gOg4xG_R1v,common,engineeringmaterials.html,,,,
"
      UCH301
    ",Material&energybalance,Books,second-year,17qmArgsUJQ8YzfTUh3kLmmawwBG-Nq3s,common,materialenergybalance.html,,,,
"
      UCH301
    ",Material&energybalance,Notes & Slides,second-year,11lElm89YTwujihZHi16zicwCEovY0bDd,common,materialenergybalance.html,,,,
"
      UCH301
    ",Material&energybalance,Tutorials,second-year,13x3qnYgKlqyDGvJrrXNUdUquLh6lvl18,common,materialenergybalance.html,,,,
"
      UCH301
    ",Material&energybalance,Tutorial Solutions,second-year,15TfO4uT-IQ9UCz8T7iSeQuvjVk7jAAQE,common,materialenergybalance.html,,,,
"
      UCH301
    ",Material&energybalance,Previous Year Papers,second-year,1qNuWGUaMG-nY_hEkDGfPzj3iqoF_JQEb,common,materialenergybalance.html,,,,
"
      UME504
    ",Machinedesign1,Project,second-year,1aq9eq14RptNzMTEccXLH7gfBDIr9f7cf,common,md-1.html,,,,
"
      UME504
    ",Machinedesign1,Notes & Slides,second-year,11jwJmm2Ng8bYT9yJdY9kGbcfKSPi1Bvp,common,md-1.html,,,,
"
      UME504
    ",Machinedesign1,Tutorials,second-year,15enDgdljrl2odDfy0NQpsTJ7mfwMqp2J,common,md-1.html,,,,
"
      UME410
    ","
      Mechatronics
",Lab,second-year,1JsGC2LtgmHJwdj-423tJ8OHjc3Qlzet0,common,mechatronics.html,,,,
"
      UME410
    ","
      Mechatronics
",Tutorials,second-year,1Uc2dGyZKWRCurWKHzazu8bsn2douq7C7,common,mechatronics.html,,,,
"
      UME410
    ","
      Mechatronics
",Previous Year Papers,second-year,1M5l2fIfQK16bQYYtgPUdaBuYv4V3OEzJ,common,mechatronics.html,,,,
"
      UEN002
    ",Energy&environment,Notes & Slides,second-year,1FC2InTn9ZeiYDxHvPAAP3v2I_N3mwYgA,common,energyenvironment.html,,,,
"
      UEN002
    ",Energy&environment,Previous Year Papers,second-year,1fa9xm_1CubCuCb5MuPEM5dg7g95p7iwy,common,energyenvironment.html,,,,
"
      UTA013
    ","
      Engineeringdesign1
    ",Notes & Slides,second-year,1VT2fjW5XUxXyXn9Cn9vnG0zCnDmtP7zK,common,ed-1.html,,,,
"
      UTA013
    ","
      Engineeringdesign1
    ",Assignments & Solutions,second-year,1QdpP-f-d1_FUgbkgaPZwVlOmc-cN0gqB,common,ed-1.html,,,,
"
      UMA007
    ",Numericalanalysis,Books/Lab Material,second-year,1GSZQiG2Kv9kRqAgj8Sd9udpa4480w9NQ,common,numerical.html,,,,
"
      UMA007
    ",Numericalanalysis,Notes & Slides,second-year,1g1FvS4fWneLRLuUcJwIFGjiQv4sCzUga,common,numerical.html,,,,
"
      UMA007
    ",Numericalanalysis,Tutorials,second-year,19Zjr9dj3vrUAqBMFqwkJFTlPE2oXX01x,common,numerical.html,,,,
"
      UMA007
    ",Numericalanalysis,Tutorial Solutions,second-year,1rTAERFzr2gIu-5a6aXsiffHv8TaFCbfH,common,numerical.html,,,,
"
      UMA007
    ",Numericalanalysis,Previous Year Papers,second-year,1k37ZLCClWCQS3D09F1Qdg8gy6syRpU71,common,numerical.html,,,,
"
      UEC404
    ","
      Signals
        & Systems
",Books/Lab Material,second-year,1pfWiHD5bZLt9SzIB0s0B8QK_Xa2dbtlt,common,signals&systems.html,,,,
"
      UEC404
    ","
      Signals
        & Systems
",Notes & Slides,second-year,1nn_Ho2EqRZ72CNJB2tdRQ0POL9ECHSY-,common,signals&systems.html,,,,
"
      UEC404
    ","
      Signals
        & Systems
",Tutorials,second-year,1RFuDR7V5xwHUXAdQ6dY-0rbJGwv19mNe,common,signals&systems.html,,,,
"
      UEC404
    ","
      Signals
        & Systems
",Tutorial Solutions,second-year,14Mru8rwTYQk54zYIKbhHaWoqmJmmKEEs,common,signals&systems.html,,,,
"
      UEC404
    ","
      Signals
        & Systems
",Previous Year Papers,second-year,1zKRljM3R9Afmb-6aufrpA0v-HGaku9ve,common,signals&systems.html,,,,
"
      UCS409
    ","
      Probability&Statistics
",Books/Lab Material,second-year,1KMuT6_FDNW5iUEmh8lAfYfFjtgz-pm25,cse,stats.html,,,,
"
      UCS409
    ","
      Probability&Statistics
",Notes & Slides,second-year,1V9Le9S3L2OFd-Y5OraNoy0g7mdj2CDoy,cse,stats.html,,,,
"
      UCS409
    ","
      Probability&Statistics
",Tutorials,second-year,1C6AxTrFNxxL7dpFgFaiOmsr8Gj8D8Ozd,cse,stats.html,,,,
"
      UCS409
    ","
      Probability&Statistics
",Tutorial Solutions,second-year,1RvudvLyI8179v9HwADK_BoWut4bzySk9,cse,stats.html,,,,
"
      UCS409
    ","
      Probability&Statistics
",Previous Year Papers,second-year,1O59CafQvf5qLb6CFRf-aPGbzW6-WK7bg,cse,stats.html,,,,
"
      UCS406
    ","
      DataStructures&Algorithms
    ",Books/Lab Material,second-year,1UUOtArSNbLooQgxzS0hPtCW6QAZQcf3H,cse,algorithms.html,,,,
"
      UCS406
    ","
      DataStructures&Algorithms
    ",Notes & Slides,second-year,1VM-cwAZCxTrowh0DDZEEwBPxuXxRmU_2,cse,algorithms.html,,,,
"
      UCS406
    ","
      DataStructures&Algorithms
    ",Previous Year Papers,second-year,1BQ9mTAIWeDBgl2aiEHCLG_QCbSfjWcCd,cse,algorithms.html,,,,
"
    UCS407
  ","
    Invention&Innovationin Computing
  ",Notes & Slides,second-year,1yGY8cL3Q5Ww3lfND1RonAO5o8su_f8PK,cse,invention.html,,,,
"
    UCS407
  ","
    Invention&Innovationin Computing
  ","Assignment
      Solutions",second-year,1eRA7hkof_qVEQToZiUThEDWnRx4jJFXa,cse,invention.html,,,,
"
      UCS405
    ","
      Discretemathematicalstructures
    ",Syllabus,second-year,1vWMGWyjRlVrxrP8Yf-bsmvOf7bbEg0XQ,cse,discretemaths.html,,,,
"
      UCS405
    ","
      Discretemathematicalstructures
    ",Books,second-year,1mqbfzMi3a9_iBD4x5gnpQaWCCC0Jthl5,cse,discretemaths.html,,,,
"
      UCS405
    ","
      Discretemathematicalstructures
    ",Notes & Slides,second-year,1UnaeopDCiKlg8ZrN5wkY4_ebAbPeTaSk,cse,discretemaths.html,,,,
"
      UCS405
    ","
      Discretemathematicalstructures
    ",Tutorials,second-year,198htuBMqTLcjSRLO7Ha7L3Gh4ujgDujk,cse,discretemaths.html,,,,
"
      UCS405
    ","
      Discretemathematicalstructures
    ",Tutorial Solutions,second-year,1-cHgiSnPN_yYN8byytCJQrRrS_1Y420H,cse,discretemaths.html,,,,
"
      UCS405
    ","
      Discretemathematicalstructures
    ",Previous Year Papers,second-year,1S8O_oChZkhNtXSqr-sUORWdYP42jVrtq,cse,discretemaths.html,,,,
"
    UCS510
  ",Computernetworks,"Books/Lab
      Material",second-year,1NPLmWMjD7u4H7Q7tpWLj_oiNfGdAaehB,cse,networks.html,,,,
"
    UCS510
  ",Computernetworks,"Notes &
      Slides",second-year,1qXbHxpz42TS-fJ_javOYeoaW5AxRBVR0,cse,networks.html,,,,
"
    UCS510
  ",Computernetworks,"Previous Year
      Papers",second-year,1X742nyjyx8MuSmIV-w_vNEhai_5gm2FT,cse,networks.html,,,,
"
    UES034
  ","
    Measurement
    Science&Techniques
  ","Books/Lab
      Material",second-year,1-D93jc1_lUhOmLBHahhhtijbQr3kk856,cse,measurement.html,,,,
"
    UES034
  ","
    Measurement
    Science&Techniques
  ",Notes & Slides,second-year,157TDvg3CDEtKWzGeBEGXVoj8-vTzMvsC,cse,measurement.html,,,,
"
    UES034
  ","
    Measurement
    Science&Techniques
  ",Tutorials,second-year,11eVI79PkNzrVY08L9pHx0SozE5jkNZfA,cse,measurement.html,,,,
"
    UES034
  ","
    Measurement
    Science&Techniques
  ","Tutorial
      Solutions",second-year,1aNmQOgMIseQ1XspfKAY6xlFLAGk3bKa6,cse,measurement.html,,,,
"
    UES034
  ","
    Measurement
    Science&Techniques
  ",Previous Year Papers,second-year,1H5jIHd48_dxxRW3bae4XTJXvVu6fo6Aa,cse,measurement.html,,,,
"
      UCS310
    ","
      DatabaseManagementSystem
    ",Books,second-year,1Sns6l4X80B5Tpr5cg24GZ60-fnr3iytm,cse,dbms.html,,,,
"
      UCS310
    ","
      DatabaseManagementSystem
    ",Lab Material,second-year,1gGuy9NMGHXSASnlGbdpSskpxIUhwp9bB,cse,dbms.html,,,,
"
      UCS310
    ","
      DatabaseManagementSystem
    ",Notes & Slides,second-year,1ICMvw7idN1z4v-U3OqjRYjZjfiUWooR4,cse,dbms.html,,,,
"
      UCS310
    ","
      DatabaseManagementSystem
    ",Previous Year Papers,second-year,1RJEdoQxXgV3pCVoJrpd3HEH3Pf9wEDK9,cse,dbms.html,,,,
"
    UCS303
  ","
    Operatingsystem
","Notes &
      Slides",second-year,1trs4grch2qMdjp2QBd05EerXrmdG0nuN,cse,os.html,,,,
"
    UCS303
  ","
    Operatingsystem
","Books/Lab
      Material",second-year,1JjRtFD8-wviEQMLtP9joIcXbNWTjxcah,cse,os.html,,,,
"
    UCS303
  ","
    Operatingsystem
","Previous
      Year Papers",second-year,1uDbRXDIvi-Vy6KbZr-j6yv2HEj-ky1c0,cse,os.html,,,,
"
    UCH507
  ",Chemicalprocessengineering,Notes & Slides,second-year,1yv9CdnziT3r-t3l8MfHa5hBKYgujUJei,chem,processindustries.html,,,,
"
    UCH507
  ",Chemicalprocessengineering,"Previous Year
      Papers",second-year,157ZwLZm4nCMtQqdBU2cKaXzHnJm29qy9,chem,processindustries.html,,,,
"
    UCH401
  ","Fluid&particlemechanics
  ","Previous
      Year Papers",second-year,1WLevY9NmgP5Z_hdx4bnuW8VhNCKQD_6w,chem,fluidmech.html,,,,
"
    UCH402
  ",Heattransfer,"Notes &
      Slides",second-year,1NC8340tvG72IANJ7bufRNvjv2rS9uscv,chem,heattransfer.html,,,,
"
    UCH402
  ",Heattransfer,Tutorials,second-year,1Rhx6sJCl67mE3-WCwJePb8UxxHBN1LhU,chem,heattransfer.html,,,,
"
    UCH402
  ",Heattransfer,"Tutorial
      Solutions",second-year,1TuTyjUnRQ0tx7sUP3NPOuh3tUdHgsSGG,chem,heattransfer.html,,,,
"
    UCH402
  ",Heattransfer,"Previous
      Year Papers",second-year,12-13g76fR56xXg_ekhObd-8iXKXFLUob,chem,heattransfer.html,,,,
"
    UCH303
  ",Thermodynamics,"Previous Year
      Papers",second-year,1CQGZdGQPImuVI8bID57K6vNFFHXNnV5Z,chem,thermodynamics.html,,,,
