"
      UBT602
    ","
      Bio Infoand Stats
",Lab,third-year,"1y41Ae-9w1Ark2lfDMaJLKQpk4wOoo2L9

        ",Biotech,bio-infoandbio-stat.html,,,,
,"
      Biochemistry1
    ",Previous Year Papers,first-year,1m_2bRmOUxGp8kM8PhfdYCmZYhSRBeyx9,biochem.html,,,,,
,Microbiology,"Notes
            & Slides",first-year,1BcMf8c6OuT-EvBjtSYWZkZOiJXGKQTPE,microbiology.html,,,,,
,Microbiology,"Previous
            Year Papers",first-year,1Zkrx6eNy4FvcdYHKaJTh83TeJXhmqvmh,microbiology.html,,,,,
"
    UHU003
  ","
    ProfessionalCommunication
",Books,first-year,1bvpF1SEHS1tYYI6HA3mecwNiLXY2CqzP,com.html,,,,,
"
    UHU003
  ","
    ProfessionalCommunication
","Notes &
      Slides",first-year,1WFZRBt3uYbz1lvF8InED_5pzWop308i9,com.html,,,,,
"
    UHU003
  ","
    ProfessionalCommunication
","Previous Year
      Papers",first-year,1btRuTqyNA9D7HK2XwrWgW8MQ915u3Kjb,com.html,,,,,
"
    UTA015
  ","
    EngineeringDrawing
    1
  ","Notes &
      Slides",first-year,1yxjWvXY9Bu1Drwd4IeADeLMomUuf6jD6,draw1.html,,,,,
"
    UTA015
  ","
    EngineeringDrawing
    1
  ","Tutorials(AUTO
      CAD)",first-year,1sYraJHnzmw-JYp3gA1I0sjZEeRztvXJT,draw1.html,,,,,
"
    UTA015
  ","
    EngineeringDrawing
    1
  ",Tutorials(Manual),first-year,1aYHQgkoRY76BJjbzSXXJW3EqC-oS2WCg,draw1.html,,,,,
"
    UTA015
  ","
    EngineeringDrawing
    1
  ","Tutorial
      Solutions",first-year,1XeSl8Fucj-ISJRRwxWnI8Y_ExSjgIZyI,draw1.html,,,,,
"
    UTA015
  ","
    EngineeringDrawing
    1
  ","Previous Year
      Papers",first-year,1qX6BtPqx6VJ0XdUPZ8SnTusBgTxKBZ37,draw1.html,,,,,
"
","
    LinearAlgebra
",Books,first-year,1nK59rmQuzv_WZVmplR5Cr_sUaYH2k9lD,linear_algebra.html,,,,,
"
","
    LinearAlgebra
",Notes & Slides,first-year,1oAB1ZYCy_kT25MV8tDdIwLfKLsXOJbU0,linear_algebra.html,,,,,
"
","
    LinearAlgebra
",Tutorials,first-year,1BD1HkWvPsHZeCx3CrHcJggHPG1b8_nTg,linear_algebra.html,,,,,
"
","
    LinearAlgebra
","Tutorial
      Solutions
    ",first-year,1T2EncrBibet3_KUez31pLUyuxgcWnkaE,linear_algebra.html,,,,,
"
","
    LinearAlgebra
","Previous Year
      Papers",first-year,1J-u5ErIII0-z-y1qufFOgjBxNAgPxXM_,linear_algebra.html,,,,,
"
      UES009
    ","
      Mechanics
",Books,first-year,1biH2JR0UCF8JvUyh2-898K3FRnYEkEWx,mech.html,,,,,
"
      UES009
    ","
      Mechanics
",Notes & Slides,first-year,1P2YrMsncVk4CSI_broJPUbb5B3C37_ki,mech.html,,,,,
"
      UES009
    ","
      Mechanics
",Tutorials,first-year,18LvSQPZDdyLiWmj8obc_rOm-Lfgm77-Q,mech.html,,,,,
"
      UES009
    ","
      Mechanics
",Tutorial Solutions,first-year,1lkrJnnonOZiFpkZXbgF7BbXjzf1A7GmC,mech.html,,,,,
"
      UES009
    ","
      Mechanics
",Previous Year Papers,first-year,1PW1QF7NsE0X5Wtg4u-qZHI1b-LRMThkP,mech.html,,,,,
,"
      IntroductoryMathematics2
    ",Books,first-year,1OsUi-jX3Tq8ncAJsx_7Pj2LKRPGtV8HI,intromaths2.html,,,,,
,"
      IntroductoryMathematics2
    ",Previous Year Papers,first-year,1KrqKfdx5I_L0ELXc_F1pf2FhcmsgFM3f,intromaths2.html,,,,,
"
    UEC001
  ","
    Electronics
",Books,first-year,1EhKzmGrTSugZSEZlXffr0No02mxuslHr,electronics.html,,,,,
"
    UEC001
  ","
    Electronics
",Notes & Slides,first-year,1urODuMGbxemmRxOa7qPqd3CdGog-AytX,electronics.html,,,,,
"
    UEC001
  ","
    Electronics
",Tutorials,first-year,1SbM4E9jdm11-BIjKSnC2xEashH5lK5iw,electronics.html,,,,,
"
    UEC001
  ","
    Electronics
",Tutorial Solutions,first-year,1ZoEtnAXv1TfoVB5eysmodv4BfeNb71HQ,electronics.html,,,,,
"
    UEC001
  ","
    Electronics
","Previous Year
      Papers",first-year,1FQM_Woi5-ghIOjp8z2EQqncPw8YixSR-,electronics.html,,,,,
,IntroductiontoBiotechnology,"Notes
            & Slides",first-year,1rNt1p7UWj7HjD9qab_PI1sEiCB4IHhlv,introbiotech.html,,,,,
,IntroductiontoBiotechnology,"Previous
            year Paper",first-year,1eypxYFvHFcxZfv30INinCSBxQLyNFDht,introbiotech.html,,,,,
"
      UTA017
    ","
      ComputerScience
      1
    ","Books
      ",first-year,1uzK0ljRSkSTkZ1-pKYUfrLV1zY4Hh5JR,cs1.html,,,,,
"
      UTA017
    ","
      ComputerScience
      1
    ",Notes & Slides,first-year,1iyqV592WUHjKJs2JbUoK9Zl7Uen4Zypw,cs1.html,,,,,
"
      UTA017
    ","
      ComputerScience
      1
    ","Lab Assignments
      ",first-year,1TKTA4jAuekL5qK71n9YUBLyroCfD9Cgm,cs1.html,,,,,
"
      UTA017
    ","
      ComputerScience
      1
    ","Assignment Solutions
      ",first-year,1_pmcdT2DhnYqfRJEpRw9BkWXtQ4W3CWp,cs1.html,,,,,
"
      UTA017
    ","
      ComputerScience
      1
    ",Previous Year Papers,first-year,1CzmcUsSTOPv_f9OAF9dQmVyBnzY2KwTi,cs1.html,,,,,
"
    UMA003
  ","
    Mathematics 1
  ",Books,first-year,1IJ3jYyL3VEHYQtwP6VG_RnNjyXh5jP6g,maths1.html,,,,,
"
    UMA003
  ","
    Mathematics 1
  ",Notes & Slides,first-year,1yiT6ImN9CH6FARHyjS_7Ow8-NIh1ua7t,maths1.html,,,,,
"
    UMA003
  ","
    Mathematics 1
  ",Tutorials,first-year,1l6z2DqLI1thuFFIpHdBpe1tmepWPg13R,maths1.html,,,,,
"
    UMA003
  ","
    Mathematics 1
  ","Tutorial
      Solutions
    ",first-year,1iNVWQdKSHNXSDruf5jVsYfhqH_xQ_CUu,maths1.html,,,,,
"
    UMA003
  ","
    Mathematics 1
  ","Previous Year
      Papers",first-year,1BbgHqIL-ZMYeGLIolBcnuyeHNIXnS4Oc,maths1.html,,,,,
,"IntroductiontoBioTechnology
","Notes
            & Slides",first-year,1rNt1p7UWj7HjD9qab_PI1sEiCB4IHhlv,biotech.html,,,,,
,"IntroductiontoBioTechnology
","Previous
            Year Papers",first-year,1eypxYFvHFcxZfv30INinCSBxQLyNFDht,biotech.html,,,,,
"
      UEE001
    ","
      Electrical
","Books/Lab Material
      ",first-year,1mwB-V089tq-1x6O29qjizMcgL8-dKAc9,electrical.html,,,,,
"
      UEE001
    ","
      Electrical
",Notes & Slides,first-year,1E3gXwuZLww5oris7beZbj64M1UJD9rPm,electrical.html,,,,,
"
      UEE001
    ","
      Electrical
",Tutorials,first-year,1XtwOV33msxzxh_IuNEnkRyRbYHNvMx9f,electrical.html,,,,,
"
      UEE001
    ","
      Electrical
","Tutorial Solutions
      ",first-year,15R9oHpCKJctNRFCcAQZqhmIC2MaKmXdl,electrical.html,,,,,
"
      UEE001
    ","
      Electrical
",Previous Year Papers,first-year,1-4MqTRgjW5cXQO6siIS6nfO6rVrRxww-,electrical.html,,,,,
,"
      CellBiology&Genetics
    ",Notes & Slides,first-year,153Z20_lSpSOhgurGXvRD5PXRpDZavU_z,cellbiology.html,,,,,
,"
      CellBiology&Genetics
    ",Previous Year Papers,first-year,1uXJTrEpFRYge-0CSOZEZoCIRejMMgLOt,cellbiology.html,,,,,
,"
            PrinciplesofElectronics
        ",Books,first-year,1EhKzmGrTSugZSEZlXffr0No02mxuslHr,principles_of_electronics.html,,,,,
,"
            PrinciplesofElectronics
        ",Notes & Slides,first-year,1urODuMGbxemmRxOa7qPqd3CdGog-AytX,principles_of_electronics.html,,,,,
,"
            PrinciplesofElectronics
        ",Previous Year Papers,first-year,1FQM_Woi5-ghIOjp8z2EQqncPw8YixSR-,principles_of_electronics.html,,,,,
"
      UBS102
    ","
      Probability&Statistics
",Books,first-year,1B0mmzFzCCd0lGLpfWUNluCttUVmzmn_h,probability_statistics.html,,,,,
"
      UBS102
    ","
      Probability&Statistics
",Notes & Slides,first-year,1V9Le9S3L2OFd-Y5OraNoy0g7mdj2CDoy,probability_statistics.html,,,,,
"
      UBS102
    ","
      Probability&Statistics
",Assignments,first-year,13ymh-tc4-xIqpeG-Z2rvMKesWwq2NxoC,probability_statistics.html,,,,,
"
      UBS102
    ","
      Probability&Statistics
",Assignments Solutions,first-year,1ki2bne7MiJtCdcuZE7g6d0OXITsN9ZSg,probability_statistics.html,,,,,
"
      UBS102
    ","
      Probability&Statistics
",Previous Year Papers,first-year,1O59CafQvf5qLb6CFRf-aPGbzW6-WK7bg,probability_statistics.html,,,,,
"
      UEN002
    ","
      Environment
",Books,first-year,1Qq6Qf_TtRmVZYbSPuSLHbybfVxn8Mu8T,env.html,,,,,
"
      UEN002
    ","
      Environment
",Notes & Slides,first-year,11Be7N6tBblEq4TTvFR8Hsos_YhHg2KOj,env.html,,,,,
"
      UEN002
    ","
      Environment
",Previous Year Papers,first-year,1Fjy9QknXyZxsxz8UbAOyCs34D7lP6JGl,env.html,,,,,
"
      UCT101
    ","
      DiscreteMathematicalStructures
    ",Books,first-year,1CiahZSwjlfw_1H6Ps0UYKObg28BF5-pw,discrete_mathematics.html,,,,,
"
      UCT101
    ","
      DiscreteMathematicalStructures
    ",Notes,first-year,14Ed7MYsE8Rd8hGPPpmD74JetvGnQbPIG,discrete_mathematics.html,,,,,
"
      UCT101
    ","
      DiscreteMathematicalStructures
    ",Tutorials,first-year,1V3EinEaotNU91Bl_d_XqEvRawhaXtPw-,discrete_mathematics.html,,,,,
"
      UCT101
    ","
      DiscreteMathematicalStructures
    ",Tutorial Solutions,first-year,1G8B6rj6Dc3hfYWMYNIdbPAnAIb9InGpD,discrete_mathematics.html,,,,,
"
      UCT101
    ","
      DiscreteMathematicalStructures
    ",Previous Year Papers,first-year,1HurOsYNiqASpdNRaxcOIpeLuYpaBGTvX,discrete_mathematics.html,,,,,
,"
      IntroductoryMathematics1
    ",Books,first-year,1HyerE20sw_eLF9D6LHb6RpCY1VwmsG4G,intromaths1.html,,,,,
,"
      IntroductoryMathematics1
    ",Previous Year Papers,first-year,1RptPEiChDuJ_6dtysWksGkthwGmbd0Um,intromaths1.html,,,,,
"
      UES013
    ","
      Electrical & Electronics
","Books
      ",first-year,1JSB5f3hrYqTUqg80_xrNryz9mu-sTiXt,electrielectro.html,,,,,
"
      UES013
    ","
      Electrical & Electronics
",Notes & Slides,first-year,1UdtqNHXoCtrl2OTCcOPqxjgs4gzHQGG7,electrielectro.html,,,,,
"
      UES013
    ","
      Electrical & Electronics
",Tutorials,first-year,197esjf1NW_qoDOar731gik6WIsh9i5u6,electrielectro.html,,,,,
"
      UTA009
    ","
      ComputerScience
      2
    ",Books/Lab Material,first-year,1ITLsg8VzgRmndjXrfgtlrICrubxNuBuA,cs2.html,,,,,
"
      UTA009
    ","
      ComputerScience
      2
    ",Notes & Slides,first-year,1CoS3nAS7CuQbAVDi8tvIBCjf-9usEHCw,cs2.html,,,,,
"
      UTA009
    ","
      ComputerScience
      2
    ",Previous Year Papers,first-year,1GDga9xLv6-s00eRnV2f_DyG2wQsRxJ5e,cs2.html,,,,,
,"
            BusinessCommunicationand Value Science -
            II
        ",Notes & Slides,first-year,1vdUHpl6xs5BnxQCHnaIoCqFMtyl2LMfr,business_communication.html,,,,,
"
      UMA004
    ","
      Mathematics 2
    ",Books,first-year,1kk4F07a_hXZkAKrbIZ7yj82BXbBuFuYF,maths2.html,,,,,
"
      UMA004
    ","
      Mathematics 2
    ",Notes & Slides,first-year,1Tbg2-JJYmbJZsc7RrAGSPJmF_Eog93Wj,maths2.html,,,,,
"
      UMA004
    ","
      Mathematics 2
    ",Tutorials,first-year,1pKDBeR9Zjt2ug4h1KuVnIb97fM5Y7h37,maths2.html,,,,,
"
      UMA004
    ","
      Mathematics 2
    ",Tutorial Solutions,first-year,1ayK9S66jQoLMEDp2i6ztwCH6tPWegW21,maths2.html,,,,,
"
      UMA004
    ","
      Mathematics 2
    ",Previous Year Papers,first-year,1Fh_dO13vQIYqhK4eugYXa44PsPurKuEh,maths2.html,,,,,
"
      UTA013
    ","
      EngineeringDrawing
      2
    ",Notes & Slides,first-year,1VT2fjW5XUxXyXn9Cn9vnG0zCnDmtP7zK,draw2.html,,,,,
"
      UTA013
    ","
      EngineeringDrawing
      2
    ",Assignments & Solutions,first-year,1QdpP-f-d1_FUgbkgaPZwVlOmc-cN0gqB,draw2.html,,,,,
"
        UPH009
    ","
        FundamentalPhysics
","Books
        ",first-year,1F5mMd458NVh6jJAOnxfD_36D3lAQtt1Y,fundamentalphysics.html,,,,,
"
        UPH009
    ","
        FundamentalPhysics
","Lab
        ",first-year,1XAD__L6oxwmbIzm_zaXA6Rh-BrMgWahB,fundamentalphysics.html,,,,,
"
        UPH009
    ","
        FundamentalPhysics
","Notes &
            Slides",first-year,1kt65-sPYaRMSV21WJ1s65juW2QT-koNC,fundamentalphysics.html,,,,,
"
        UPH009
    ","
        FundamentalPhysics
",Tutorials,first-year,1PdZZ4rsCI7ha3jW7zY32fBYWFgC63j1K,fundamentalphysics.html,,,,,
"
        UPH009
    ","
        FundamentalPhysics
","Tutorial
            Solutions",first-year,1Pa1qdz5zTZeQUDVhpv1as4hBiZL1bp2v,fundamentalphysics.html,,,,,
"
        UPH009
    ","
        FundamentalPhysics
","Previous Year
            Papers",first-year,1guG15K-3XrXRwe2_uyGbm4_G_xyQ16Fr,fundamentalphysics.html,,,,,
"
      UPH004
    ","
      AppliedPhysics
","Books
      ",first-year,145scTFAInuKZfMLjHNzjzeFWmaaP11B9,phy.html,,,,,
"
      UPH004
    ","
      AppliedPhysics
","Lab
      ",first-year,1EdBNEA_011qbrKlCGpfTL4Kc60INZn44,phy.html,,,,,
"
      UPH004
    ","
      AppliedPhysics
",Notes & Slides,first-year,1R7aEUYakL8Y8ijQWm4BeCP0su5Lt1RSf,phy.html,,,,,
"
      UPH004
    ","
      AppliedPhysics
",Tutorials,first-year,1K2Y4CpgZc0E3IH1imRHCEC2xZGW8pp0s,phy.html,,,,,
"
      UPH004
    ","
      AppliedPhysics
",Tutorial Solutions,first-year,1MWKT-yBUruUyqTAO472rQi9OfgR2tUp4,phy.html,,,,,
"
      UPH004
    ","
      AppliedPhysics
",Previous Year Papers,first-year,1YejCJ4bPRIC3cy-gte_CU6m9Fq7lPwuy,phy.html,,,,,
"
","
      StatisticalModelling
",Syllabus,first-year,1fe_Df2ZbHo7BOZ-S3CjhxJKSNrz7qnuP,statistical-modelling.html,,,,,
"
","
      StatisticalModelling
",Books,first-year,1vtOkEI110zdZDL5BUttT17U6iof8e9ks,statistical-modelling.html,,,,,
"
      UCBOO8
    ","
      AppliedChemistry
","Books
      ",first-year,1sqEsvqvcjM03KPPf5f1vmjrMgfBjgtkq,chem.html,,,,,
"
      UCBOO8
    ","
      AppliedChemistry
",Notes & Slides,first-year,1IWvokTmjDhoeXY29SkC_o4xmTkvDqZ4R,chem.html,,,,,
"
      UCBOO8
    ","
      AppliedChemistry
",Tutorials,first-year,1cFWGBnPH8cJrgYWlak-PN6OwTDBIbGfk,chem.html,,,,,
"
      UCBOO8
    ","
      AppliedChemistry
","Tutorial Solutions
      ",first-year,1oiRgWLvZ8-C0aytzb5ksIejy_51k0mkv,chem.html,,,,,
"
      UCBOO8
    ","
      AppliedChemistry
","Previous Year Papers
      ",first-year,12edUSdG0qGRibuS__H5GvTRqHTPMlpR2,chem.html,,,,,
"
      UCBOO8
    ","
      AppliedChemistry
","Lab Manual
      ",first-year,1HYDHz60t0EQq9hUs-cRNH6uoEuwfswvU,chem.html,,,,,
,"
            FundamentalofEconomics
",Syllabus,first-year,1sl5TOdZtI_vtiRZJ-A748gxyy0Qlp-9M,fundamental_of_economics.html,,,,,
,"
            FundamentalofEconomics
",Notes & Slides,first-year,16c6USeuhGGCtcm5B4f-acFuuv6CD10GL,fundamental_of_economics.html,,,,,
"
      UBS103
    ","
      FundamentalsofComputer
      Science
    ","Books
      ",first-year,14U5oDM5Wtm2oTIe2hQiJaHy2EAvsb4j7,introduction_to_programming.html,,,,,
"
      UBS103
    ","
      FundamentalsofComputer
      Science
    ",Notes & Slides,first-year,1DGqz7Jj9scfSqt37a3GUzu4QQnOOL2Rr,introduction_to_programming.html,,,,,
"
      UBS103
    ","
      FundamentalsofComputer
      Science
    ","Lab Assignments
      ",first-year,1FoOcV1HOm4cOtwpgqPT3IOfg4y-3AKNW,introduction_to_programming.html,,,,,
"
      UBS103
    ","
      FundamentalsofComputer
      Science
    ","Lab Codes
      ",first-year,1mZ3nZk6ATYrq3fQt0CDnBqiJn20sa8Ll,introduction_to_programming.html,,,,,
"
      UBS103
    ","
      FundamentalsofComputer
      Science
    ",Previous Year Papers,first-year,1w71spnqTPuGAIFbyBrRWp3fDQ8KI6vhq,introduction_to_programming.html,,,,,
"
    UBT801
  ",BIosafetybiosafety&IPR,"Previous Year
      Papers",second-year,1EIvb0fjmbvNo25iDKSquMPFnZJMNrrIK,biotech,biosafety.html,,,,
"
    UBT404
  ","IndustrialBiotechnology
","Previous Year
      Papers",second-year,1ylUmPLiyoef-zNrrnXm1qiOuhjkXR55A,biotech,industrialbiotech.html,,,,
"
    UBT302
  ",FoodScience,Books,second-year,1aKBnhebMliyLJyalJiv0Gevmohwad6kn,biotech,foodscience.html,,,,
"
    UBT302
  ",FoodScience,Notes & Slides,second-year,1xg3MNfSqpnp59VI0Qsx4LQOmCPYXoggA,biotech,foodscience.html,,,,
"
    UBT302
  ",FoodScience,"Previous Year
      Papers",second-year,1NGBIXptwUHRlAqVwCdEZXqHVA8D83tXu,biotech,foodscience.html,,,,
"
    UBT303
  ",Biochemistry2,Notes & Slides,second-year,1HX1SzWNTLvFVUwEI3NQQv0LrrsNF0JD3,biotech,biochemistry.html,,,,
"
    UBT303
  ",Biochemistry2,"Previous Year
      Papers",second-year,1g1keLEok34C6XTfJiE9vJ0KfQwWJaQIZ,biotech,biochemistry.html,,,,
"
    UCH407
  ",Unitoperations,"Previous Year
      Papers",second-year,1G-i8M0Co5wv7HDd0A6LpnsdHrtgWZJl1,biotech,unitoperations.html,,,,
"
    UBT504
  ",Immunotechnology,"Notes &
      Slides",second-year,10j3dAng5q4h6jr7EEAaew2mykLd1pHB1,biotech,immunotech.html,,,,
"
    UBT504
  ",Immunotechnology,"Previous Year
      Papers",second-year,1k4CduPdWz24r9ga6Ps-t46OcrgIKeut7,biotech,immunotech.html,,,,
"
    UBT501
  ",Bioanalyticaltechniques 1,"Previous Year
      Papers",second-year,1_hxKwHFW3BXEzuu9fDt5y1W16Wy1cqoZ,biotech,bioanalyticaltech.html,,,,
"
    UBT304
  ",Molecularbiology,Books,second-year,1tCj33arUh_ZAqTRainppg6IFjXUxY6rN,biotech,molecularbiology.html,,,,
"
    UBT304
  ",Molecularbiology,"Notes &
      Slides",second-year,1HHdA2z0r2af-uQGeBYPu7ZLWd5A4_Yjf,biotech,molecularbiology.html,,,,
"
    UBT304
  ",Molecularbiology,"Previous Year
      Papers",second-year,13ym51Z8tVo-nNtKNYGSwVICw360-PcIp,biotech,molecularbiology.html,,,,
"
    UPH305
  ",Biophysics 2,Books,second-year,11jN_ER-zQa16ZoTWFf_f48iur_jFVfOY,biotech,biophysics.html,,,,
"
    UPH305
  ",Biophysics 2,"Notes &
      Slides",second-year,10_w9ImmF66xXbp1OWmzuJFQBraNkyoV6,biotech,biophysics.html,,,,
"
    UPH305
  ",Biophysics 2,Tutorials,second-year,1rK0lQc2S2PXoY4RJYPe-BWK8R2xXuedX,biotech,biophysics.html,,,,
"
    UPH305
  ",Biophysics 2,"Previous
      Year Papers",second-year,1bRDbfELnKkPPTN27LKSOpLnnH4CQK1rY,biotech,biophysics.html,,,,
"
    UBT503
  ",Genetic&metabolicengineering,"Previous Year
      Papers",second-year,18qzYqpKTMpaudVn4Y3J-CXoTF4-f2Lcj,biotech,geneticengineering.html,,,,
"
    UEE301
  ",DCmachine&transformer,Tutorials,second-year,1JYIckRBOJmHBG3vwx3NO5Ip65sZeLf1y,electrical,transformer.html,,,,
"
    UEE301
  ",DCmachine&transformer,"Previous Year
      Papers",second-year,1LSkTBQ2T7R6QQ-3FByAANstfTwCrzKoz,electrical,transformer.html,,,,
" UEE405
  ","
    NetworkTheory&Design
  ","Books/Lab
      material",second-year,1fxsxa9nTEcKBkvK99d6U5Ld7NqfU4uab,electrical,networktheory.html,,,,
" UEE405
  ","
    NetworkTheory&Design
  ",Tutorials,second-year,1kC5EAk8bOmUX43WOhmf9UcFESTXIclPw,electrical,networktheory.html,,,,
" UEE405
  ","
    NetworkTheory&Design
  ","Previous
      Year Papers",second-year,1U-ujWEB2O0horxNU2m0ZhDmnsA_YlvOf,electrical,networktheory.html,,,,
"
    UEE507
  ","
    Engineeringelectromagnets
","Notes &
      Slides",second-year,1pDWxMr3j-hSPBpZbRMkoOhyMvZ-awbgz,electrical,electromagnets.html,,,,
"
    UEE404
  ",Transmission&distributionofpower,Notes & Slides,second-year,1MaxBxO6vX3G13mdtv7ucyv82c8n5GqX5,electrical,transmission.html,,,,
"
    UEE505
  ","
    Analog&digitalelectronics
  ","Previous
      Year Papers",second-year,1-f_WE0sAoO7N7BdvNNwxR5FCd0yiFaJw,electrical,analogdigital.html,,,,
"
    UCE306
  ","
    Architecturedrawing&construction
  ","Notes &
      Slides",second-year,1Nq5M1BDHXNGkLKs-eBJk_H7FtxGy_YjI,civil,architecture.html,,,,
"
    UCE306
  ","
    Architecturedrawing&construction
  ",Tutorials,second-year,1WA9XhH-F_xtqwaOLmv4Pi-fGerOv_ILm,civil,architecture.html,,,,
"
    UCE403
  ",Surveying,Books,second-year,134KTQWByHvDLsDG7-el2c561WxmUKa2-,civil,surveying.html,,,,
"
    UCE403
  ",Surveying,Notes & Slides,second-year,1MbQEbjx_ia1cGIVa0sRc_0oiq2M0fLwc,civil,surveying.html,,,,
"
    UCE403
  ",Surveying,Tutorials,second-year,12VsreCbtp9RwfB27dkkjbSKginulBmst,civil,surveying.html,,,,
"
    UCE403
  ",Surveying,"Tutorial
      Solutions",second-year,1NNHT-KmqzOXf3GVJUpYkm8Jo9ofPZSMu,civil,surveying.html,,,,
"
    UCE403
  ",Surveying,"Previous Year
      Papers",second-year,1BojDsgPLlGwFI6i6pkf3agPBTxRBsRC-,civil,surveying.html,,,,
"
    UCE308
  ","
    Buildingmaterials
",Books,second-year,12TX-W64RSDoZmSrZTpLRhLepybjcX9vS,civil,buildingmaterials.html,,,,
"
    UCE308
  ","
    Buildingmaterials
","Notes &
      Slides",second-year,1_k2ytvkNnPRiUZARDkoLOd_m7ff2kO9Y,civil,buildingmaterials.html,,,,
"
    UCE508
  ","
    Designofconcretestructures
  ",Tutorials,second-year,1Gbb3h7xoHjHIAoiidk1R6k34k0s2T7kH,civil,concretestructure.html,,,,
"
    UCE508
  ","
    Designofconcretestructures
  ","Previous
      Year Papers",second-year,1MATx8C-pCwmCZvW4osNECSHTRmtjmMCd,civil,concretestructure.html,,,,
"
      UCE404
    ","
      Structureanalysis
",Notes & Slides,second-year,1Q41ignZ9Q3-rZNWTIURQDlg3PxVmMxIU,civil,structureanalysis.html,,,,
"
      UCE404
    ","
      Structureanalysis
",Tutorials,second-year,1tPHkTpGADFHLglEyjgRdxnBEcx9K_rEx,civil,structureanalysis.html,,,,
"
      UCE404
    ","
      Structureanalysis
",Previous Year Papers,second-year,1coSrAMY23iZfvzUfvwlg-_FvgyR0GJ7n,civil,structureanalysis.html,,,,
"
    UEE503
  ",NetworkAnalysis&Synthesis,"Notes
      & Slides",second-year,1GIQrTWd4nSVpO2_3y0pkGORI0mHqlaJm,electronics,networkanalysis.html,,,,
"
    UEE503
  ",NetworkAnalysis&Synthesis,Tutorials,second-year,1hWknfKF0LC7JAllMO9MxpzMjjtjI042n,electronics,networkanalysis.html,,,,
"
    UEE503
  ",NetworkAnalysis&Synthesis,"Tutorial
      Solutions",second-year,1MDHwUc5Ndw0i3AlgODQmaDteFxjrnYbq,electronics,networkanalysis.html,,,,
"
    UEE503
  ",NetworkAnalysis&Synthesis,"Previous
      Year Papers",second-year,1C1OqXNjuX4HlNYhuh4_SzcwNuR25eTm2,electronics,networkanalysis.html,,,,
"
    UEI408
  ","
    AnalogDevices&Circuits
  ",Notes & Slides,second-year,1WdQzUI_z9dliurnODsSLd7spO7VvfPoN,electronics,analogdevices.html,,,,
"
    UEI408
  ","
    AnalogDevices&Circuits
  ","Tutorial
      Solutions",second-year,10h4dWUOM6Sw5MuYW1vneiVyoACjx46l8,electronics,analogdevices.html,,,,
"
    UIE403
  ","
    Electrical&ElectronicMeasurements
  ",Books,second-year,1-ohB1RXq8KLaCGYsbU0Lsjc-GFXdql11,electronics,electricalmeasurements.html,,,,
"
    UIE403
  ","
    Electrical&ElectronicMeasurements
  ",Notes & Slides,second-year,1-e4l_YaFKgavdACAQgvqVle3vnnB0BEM,electronics,electricalmeasurements.html,,,,
"
    UIE403
  ","
    Electrical&ElectronicMeasurements
  ",Tutorials,second-year,"
    UIE403
  ","
    Electrical&ElectronicMeasurements
  ","Tutorials
      Solutions",second-year,1a_El_-KrYAT9XBFIgBFLdOwoHxs4wYnb,electronics,electricalmeasurements.html
"
    UIE403
  ","
    Electrical&ElectronicMeasurements
  ","Previous Year
      Papers",second-year,1MQdS_PF6vSN-GHSHjpRgKDGwf_7DVPjh,electronics,electricalmeasurements.html,,,,
"
    UCS613
  ","
    DataStructures&Algorithms
  ","Books/Lab
      Material",second-year,1UUOtArSNbLooQgxzS0hPtCW6QAZQcf3H,electronics,dsa.html,,,,
"
    UCS613
  ","
    DataStructures&Algorithms
  ",Notes & Slides,second-year,1VM-cwAZCxTrowh0DDZEEwBPxuXxRmU_2,electronics,dsa.html,,,,
"
    UCS613
  ","
    DataStructures&Algorithms
  ","Previous Year
      Papers",second-year,1BQ9mTAIWeDBgl2aiEHCLG_QCbSfjWcCd,electronics,dsa.html,,,,
"
      UTA014
    ","
      Engineeringdesign2
    ",Books/Lab Material,second-year,18kuTxznpoHyREEaz8M_kTcMBC6UH6do1,common,ed-2.html,,,,
"
      UTA014
    ","
      Engineeringdesign2
    ",Notes & Slides,second-year,1waMCKS2jV_Rsq3hWG9jNzPyOM7PfA0Aq,common,ed-2.html,,,,
"
      UTA014
    ","
      Engineeringdesign2
    ",Assignments & Solutions,second-year,1nmhjh8C_Qt7KEsibL7WD0pGMNMaxstgP,common,ed-2.html,,,,
"
      UES011
    ",Thermofluids,"Notes
            & Slides",second-year,1VzA6EyZHW1KKeTbEHexYlC-KDkw4dTN8,common,thermofluids.html,,,,
"
      UES011
    ",Thermofluids,Tutorials,second-year,1zGqtO8OARmdH8I3vb6cH5L-JKP9JZmI6,common,thermofluids.html,,,,
"
      UES011
    ",Thermofluids,"Tutorial
            Solutions
        ",second-year,1MMRy3RQGcaIWyD8LDYCpJUB1UojVACJB,common,thermofluids.html,,,,
"
      UES011
    ",Thermofluids,"Previous
            Year Papers",second-year,1Du0F3lt9wZ4lmClwsUALjM5qMYdgh5j3,common,thermofluids.html,,,,
"
      UMA031
    ","
      OptimizationTechniques
",Books,second-year,1AZNEfwotezUv01Ua8KzxIJfgADmyKcs7,common,optimizationtech.html,,,,
"
      UMA031
    ","
      OptimizationTechniques
",Notes & Slides,second-year,1TaHmWF_i-GbcAJ1dhqic6JYbwfZnvSMh,common,optimizationtech.html,,,,
